show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s563,Movie,A Celebration of the Music from Coco,Ron de Moraes,"Benjamin Bratt, Eva Longoria, Carlos Rivera, Natalia Jiménez, Alanna Ubach, Jaime Camil",United States,10-Apr-20,2020,TV-PG,48 min,"Concert Film, Music, Musical",“Coco” is brought to life on stage with musical performances at the historic Hollywood Bowl.
s564,TV Show,Disney Playtime with Puppy Dog Pals (Shorts),,,,10-Apr-20,2017,TV-Y,2 Seasons,"Animation, Kids",Come play with the Puppy Dog Pals!
s565,Movie,"Maggie Simpson in ""Playdate with Destiny""",David Silverman,,United States,10-Apr-20,2020,G,5 min,"Animation, Comedy",A heroic baby saves Maggie Simpson from playground peril – and steals her heart.
s566,TV Show,Paradise Islands,,Michael Izqueirdo,,10-Apr-20,2017,TV-PG,1 Season,"Animals & Nature, Docuseries, Family",The islands that lie between Asia and Australia can claim to be the biologically richest on earth.
s567,TV Show,Tut's Treasures: Hidden Secrets,,Mark Bazeley,United Kingdom,10-Apr-20,2018,TV-PG,1 Season,"Docuseries, Historical",The pharaoh’s priceless grave goods are being reunited for the first time since their discovery.
s568,Movie,A Tale of Two Critters,Jack Speirs,Mayf Nutter,United States,3-Apr-20,1977,G,48 min,"Animals & Nature, Family",A bear cub and a raccoon become fast friends. See details for advisory.
s569,Movie,All in a Nutshell,Jack Hannah,,United States,3-Apr-20,1949,TV-G,7 min,"Animation, Family",Donald steals Chip and Dale's nuts and ends up in a lake. See details for advisory.
s570,Movie,Disneynature Penguins,"Alastair Fothergill, Jeff Wilson",Ed Helms,United States,3-Apr-20,2019,G,77 min,"Animals & Nature, Documentary, Family",Steve the penguin embarks on an epic quest to find love and start a family.
s571,Movie,Diving with Dolphins,Keith Scholey,Celine Cousteau,United States,3-Apr-20,2020,G,79 min,"Animals & Nature, Documentary, Family",Disneynature explores the making of Dolphin Reef. Céline Cousteau narrates English-language version.
s572,Movie,Dolphin Reef,Keith Scholey,Natalie Portman,United States,3-Apr-20,2018,G,78 min,"Animals & Nature, Documentary, Family",A playful young dolphin named Echo must master his vital role in the coral reef community.
s573,Movie,Don's Fountain of Youth,Jack Hannah,,United States,3-Apr-20,1953,TV-G,6 min,"Animation, Family",Donald's trick at the fountain of youth is cut short by an alligator. See details for advisory.
s574,Movie,Donald's Dog Laundry,Jack King,,United States,3-Apr-20,1940,TV-G,9 min,"Animation, Family",Donald entices Pluto to try his mechanical dog washer. See details for advisory.
s575,Movie,Double Dribble,Jack Hannah,,United States,3-Apr-20,1946,TV-G,8 min,"Animation, Family, Sports",Goofy explores the wonderful world of basketball. See details for advisory.
s576,Movie,Dragon Around,Jack Hannah,,United States,3-Apr-20,1954,TV-G,7 min,"Animation, Family",Chip and Dale defend their home against Donald's dragon-like steam shovel. See details for advisory.
s577,Movie,Elephant,Mark Linfield,"Meghan,  The Duchess of Sussex",United States,3-Apr-20,2020,G,89 min,"Animals & Nature, Documentary, Family",African elephant Shani and her spirited son Jomo make the epic journey of their ancestors.
s578,Movie,Elmer Elephant,Wilfred Jaxon,"Jeanie Roberts, Pinto Colvig, Hal Rees, Leone Ledoux, Carlisle Tupper, Gay Seabrook",United States,3-Apr-20,1936,TV-G,8 min,"Animation, Family",An elephant is ashamed of his trunk until he saves his friend with it. See details for advisory.
s579,TV Show,Fish Hooks,,"Chelsea Kane, Kyle Massey, Justin Roiland",United States,3-Apr-20,2010,TV-G,3 Seasons,"Animation, Comedy, Coming of Age","Milo, Bea and Oscar are three BFFs, best fish friends."
s580,Movie,How To Play Football,Jack Kinney,Pinto Colvig,United States,3-Apr-20,1944,TV-G,9 min,"Animation, Family, Parody",Goofy demonstrates the game of football. See details for advisory.
s581,Movie,In the Footsteps of Elephant,Vanessa Berlowitz,Jeremy Sisto,United States,3-Apr-20,2020,G,88 min,"Animals & Nature, Documentary, Family",Filmmakers capture an epic journey through the Kalahari Desert for Disneynature’s “Elephant.”
s582,Movie,"Lambert, The Sheepish Lion",Jack Hannah,Sterling Holloway,United States,3-Apr-20,1952,TV-G,8 min,"Animation, Family",A mix-up finds a little lion cub in the care of a gentle flock of sheep.
s583,Movie,On Ice,Ben Sharpsteen,"Pinto Colvig, Walt Disney, Marcellite Garner",United States,3-Apr-20,1935,TV-G,9 min,"Animation, Comedy, Family",Mickey and friends enjoy skating on a frozen river. See details for advisory.
s584,Movie,Onward,Dan Scanlon,"Tom Holland, Chris Pratt, Julia Louis-Dreyfus, Octavia Spencer, Mel Rodriguez, Kyle Bornheimer",United States,3-Apr-20,2020,PG,103 min,"Action-Adventure, Animation, Comedy",Two elf brothers embark on an extraordinary quest in Disney and Pixar’s ONWARD!
s585,Movie,Out of Scale,Jack Hannah,,United States,3-Apr-20,1951,TV-G,8 min,"Animation, Family","Donald declares Chip n Dale's tree ""out of scale"" for his train set. See details for advisory."
s586,Movie,Penguins: Life on the Edge,"Alastair Fothergill, Jeff Wilson",Blair Underwood,United States,3-Apr-20,2020,G,78 min,"Animals & Nature, Documentary, Family",A witty and tenacious team of filmmakers brave the Antarctic to film Disneynature’s “Penguins.”
s587,Movie,Pluto's Party,Milt Schaffer,"Jimmy MacDonald, Pinto Colvig",United States,3-Apr-20,1952,TV-G,8 min,"Animation, Family",It's Pluto's birthday party!
s588,Movie,Sea Scouts,Dick Lundy,,United States,3-Apr-20,1939,TV-PG,8 min,"Animation, Family",Donald and his nephews encounter a shark. See details for advisory.
s589,TV Show,Sonny With A Chance,,"Demi Lovato, Tiffany Thornton, Sterling Knight, Brandon Smith, Doug Brochu, Allisyn Arm",United States,3-Apr-20,2008,TV-G,2 Seasons,"Comedy, Coming of Age, Romance",A teen girl is selected from a nationwide search to join the cast of a sketch-comedy series.
s590,Movie,The Boy Who Talked to Badgers,Gary Nelson,"Carl Betz, Salome Jens, Christian Juttner, Robert Donner, Denver Pyle, Stuart Lee",United States,3-Apr-20,1975,TV-PG,90 min,"Action-Adventure, Animals & Nature, Drama",A young farm boy relies on the help of a badger to survive the wilderness. See details for advisory.
s591,Movie,The New Neighbor,Jack Hannah,,United States,3-Apr-20,1953,TV-G,7 min,"Animation, Family",Sparks fly when Donald moves next door to Pete and his reckless dog. See details for advisory.
s592,Movie,The Small One,Don Bluth,"Sean Marshall, William Woodson, Olan Soulé, Joe Higgins, Gordon Jump, Hal Smith",United States,3-Apr-20,1978,TV-PG,25 min,"Animation, Family, Historical",A young boy discovers the true spirit of the Christmas season. See details for advisory.
s593,Movie,The Straight Story,David Lynch,"Richard Farnsworth, Sissy Spacek, Harry Stanton, Everett McGill, John Farley, Kevin Farley","France, United Kingdom, United States",3-Apr-20,1999,G,112 min,"Biographical, Drama",Story of a man who takes a six week trip on his riding lawn mower.
s594,Movie,Frankenweenie,Tim Burton,"Catherine O'Hara, Martin Short, Martin Landau, Charlie Tahan, Atticus Shaffer, Winona Ryder",United States,1-Apr-20,2012,PG,88 min,"Animation, Comedy, Drama",Disney presents a comic twist on a classic tale from Tim Burton.
s595,Movie,Mars Needs Moms,Simon Wells,"Seth Green, Dan Fogler, Elizabeth Harnois, Mindy Sterling, Kevin Cahoon, Joan Cusack",United States,1-Apr-20,2011,PG,91 min,"Action-Adventure, Animation, Family",Nine-year-old Milo sets out to save his mom when she is abducted by Martians.
s596,Movie,Prom,Joe Nussbaum,"Aimee Teegarden, Thomas McDonell, De'Vaughn Nixon, Danielle Campbell, Yin Chang, Jared Kusnitz",United States,1-Apr-20,2011,PG,105 min,"Comedy, Coming of Age, Drama","At Prom, every couple has a story, and no two are exactly alike."
s597,Movie,The Last Song,Julie Robinson,"Miley Cyrus, Liam Hemsworth, Bobby Coleman, Nick Searcy, Kelly Preston, Greg Kinnear",United States,1-Apr-20,2010,PG,109 min,"Coming of Age, Drama, Music",A rebellious daughter and her estranged father try to restore the loving relationship they once had.
s598,Movie,The Odd Life of Timothy Green,Peter Hedges,"Jennifer Garner, Joel Edgerton, Dianne Wiest, CJ Adams, Rosemarie DeWitt, Ron Livingston",United States,1-Apr-20,2012,PG,106 min,"Drama, Family, Fantasy",An unexpected surprise arrives on the doorstep of a couple who can't have children of their own.
s599,TV Show,Be Our Chef,,Angela Kinsey,,27-Mar-20,2020,TV-G,1 Season,"Family, Game Show / Competition",Angela Kinsey hosts five families in a Disney-inspired cooking competition.
s600,Movie,A Wrinkle in Time,Ava DuVernay,"Oprah Winfrey, Reese Witherspoon, Mindy Kaling, Storm Reid, Levi Miller, Deric McCabe",United States,25-Mar-20,2018,PG,112 min,"Action-Adventure, Coming of Age, Family",Meg travels through time and space to find her father.
s601,TV Show,Disney I Didn't Do It,,"Olivia Holt, Austin North, Piper Curda, Peyton Clark, Sarah Gilman",United States,20-Mar-20,2013,TV-G,2 Seasons,"Comedy, Family",Fraternal twins try to explain exactly what just happened.
s602,TV Show,Disney Insider,,,United States,20-Mar-20,2020,TV-PG,1 Season,"Anthology, Docuseries","“Disney Insider” tells the stories behind Disney’s films, parks, destinations, toys & more."
s603,TV Show,Disney Vampirina Ghoul Girls Rock! (Shorts),,"Isabella Crovetti, Jordan Davis, ViviAnn Yee, Mitchell Whitfield, Wanda Sykes, Ian Corlett",,20-Mar-20,2017,TV-Y7,2 Seasons,"Animation, Fantasy, Kids",Rock out to music videos from The Ghoul Girls!
s604,Movie,G-Force,Hoyt Yeatman IV,"Bill Nighy, Will Arnett, Zach Galifianakis, Kelli Garner, Tyler Jones, Jack Conley",United States,15-Mar-20,2009,PG,92 min,"Action-Adventure, Comedy, Family",Four highly trained FBI guinea pigs set out to save the world.
s605,Movie,Frozen 2,"Chris Buck, Jennifer Lee","Kristen Bell, Idina Menzel, Josh Gad, Jonathan Groff, Sterling Brown, Evan Wood",United States,14-Mar-20,2019,PG,107 min,"Action-Adventure, Animation, Family",Elsa journeys into the unknown to uncover truths about the past.
s606,Movie,Stargirl,Julia Hart,"Grace VanderWaal, Graham Verchere, Giancarlo Esposito, Karan Brar, Darby Stanchfield, Maximiliano Hernandez",United States,13-Mar-20,2020,PG,107 min,"Coming of Age, Drama, Musical",A coming-of-age story about a high schooler who finds himself drawn to the free-spirited new girl.
s607,Movie,The Finest Hours,Craig Gillespie,"Chris Pine, Casey Affleck, Ben Foster, Holliday Grainger, John Ortiz, Kyle Gallner",United States,6-Mar-20,2016,PG-13,119 min,"Action-Adventure, Disaster, Drama",Based on a true story of the Coast Guard’s most daring rescue.
s608,Movie,The Sandlot: Heading Home,William Dear,"Danny Nucci, Luke Perry, Keanu Pires, Sarah Deakins, Chauncey Leopardi, Brandon Olds","United States, Canada",6-Mar-20,2007,PG,97 min,"Comedy, Family, Sports","An egotistical baseball star wakes up as a 12-year-old on his childhood playing field, the sandlot."
s609,Movie,Bedtime Stories,Adam Shankman,"Adam Sandler, Keri Russell, Guy Pearce, Russell Brand, Richard Griffiths, Jonathan Pryce",United States,5-Mar-20,2008,PG,101 min,"Comedy, Family, Fantasy",A hotel handyman's bedtime stories go from fantasy to reality.
s610,Movie,Marvel Studios' Black Panther,Ryan Coogler,"Chadwick Boseman, Michael Jordan, Lupita Nyong'o, Danai Gurira, Martin Freeman, Daniel Kaluuya",United States,4-Mar-20,2018,PG-13,137 min,"Action-Adventure, Science Fiction, Superhero",T’Challa battles a powerful foe when his homeland of Wakanda is threatened.
s611,TV Show,101 Dalmatian Street,,"Josh Brener, Michaela Dietz, Ella Kenion, Rhashan Stone","United Kingdom, United States, Canada",28-Feb-20,2018,TV-Y7,1 Season,"Action-Adventure, Animation, Comedy",Pups Dolly and Dylan adventure to find their spots.
s612,Movie,Disney Phineas and Ferb: Phineas and Ferb Star Wars,,"Vincent Martella, Ashley Tisdale, Thomas Brodie-Sangster, Caroline Rhea, Richard O'Brien, Dan Povenmire",United States,28-Feb-20,2014,TV-G,53 min,"Action-Adventure, Animation, Musical","Phineas, Ferb and the gang meet some iconic Star Wars characters."
s613,TV Show,Shop Class,,,,28-Feb-20,2020,TV-G,1 Season,"Family, Game Show / Competition",Teams are challenged with designing and building their very unique creations.
s614,Movie,Viking Warrior Women,Stuart Strickson,Ella Al-Shamahi,United Kingdom,28-Feb-20,2019,TV-PG,44 min,"Documentary, Historical",New discoveries challenge everything we thought we knew about Viking warriors.
s615,TV Show,Star Wars Resistance,,"Christopher Sean, Josh Brener, Scott Lawrence, Suzie McGrath, As Himself",United States,25-Feb-20,2018,TV-Y7,2 Seasons,"Action-Adventure, Animation, Kids","Kaz begins his spy mission, but is in over his head."
s616,TV Show,Lost Cities With Albert Lin,,Dr. Albert Len,United States,21-Feb-20,2019,TV-PG,1 Season,"Action-Adventure, Docuseries, Historical",This series delivers stories with hi-tech imagery to bring the mysteries of the past to life.
s617,Movie,Marvel Rising: Operation Shuri,Chris Rutkowski,"Dee Baker, Dove Cameron, Jessica DiCicco, Skai Jackson, Kathreen Khavari, Daisy Lightfoot",United States,21-Feb-20,2019,TV-Y7,23 min,"Action-Adventure, Animation, Coming of Age",The Secret Warriors show Shuri how to be a teenager.
s618,Movie,Marvel Rising: Playing With Fire,Sol Choi,"Dee Baker, Dove Cameron, Gary Cole, Kathreen Khavari, Meera Kumbhani, Tony Mirrcandani",United States,21-Feb-20,2019,TV-Y7,45 min,"Action-Adventure, Animation, Coming of Age",The Secret Warriors help Inferno recover his powers.
s619,TV Show,Star Wars: The Clone Wars,,"Tom Kane, Matt Lanter, Ashley Eckstein, James Arnold Taylor, Dee Baker, Corey Burton",United States,21-Feb-20,2008,TV-PG,7 Seasons,"Action-Adventure, Animation, Science Fiction","The saga continues, set in a faraway galaxy!"
s620,Movie,Marvel's Iron Man & Hulk: Heroes United,Leo Riley,"Adrian Pasdar, Fred Tatasciore, David Kaye, Dee Baker, Robin Downes",United States,16-Feb-20,2013,PG,74 min,"Action-Adventure, Animation, Science Fiction",Avengers Iron Man and Hulk team up to fight an energy-devouring monster.
s621,Movie,Because of Winn-Dixie,Wayne Wang,"Jeff Daniels, Cicely Tyson, Dave Matthews, Eva Saint, AnnaSophia Robb",United States,14-Feb-20,2005,PG,107 min,"Comedy, Drama, Family","A heartwarming tale of a girl whose life is changed by a scruffy, fun-loving pooch named Winn-Dixie."
s622,TV Show,Fairy Tale Weddings,,"Stephen Boss, Allison Holker",United States,14-Feb-20,2017,TV-PG,2 Seasons,"Docuseries, Family, Lifestyle",A behind-the-scenes look at Disney's magical weddings.
s623,Movie,"My Dog, the Thief",Robert Stevenson,"Dwayne Hickman, Mary Mobley, Elsa Lanchester, Joe Flynn, Roger Carmel, Mickey Shaughnessy",United States,14-Feb-20,1969,TV-PG,89 min,"Action-Adventure, Comedy, Family",A St. Bernard lifts a million-dollar necklace from a team of jewel thieves.
s624,Movie,Splash,Ron Howard,"Tom Hanks, Daryl Hannah, Eugene Levy, John Candy, Dody Goodman, Shecky Greene",United States,14-Feb-20,1984,TV-PG,110 min,"Comedy, Fantasy, Romance",Allen Bauer (Tom Hanks) is rescued at sea by the mermaid of his dreams.
s625,TV Show,That's So Raven,,"Raven , Orlando Brown, Kyle Massey, Anneliese van der Pol, T’Keyah Keymáh, Rondell Sheridan",United States,8-Feb-20,2002,TV-G,4 Seasons,"Comedy, Coming of Age, Fantasy",Raven Baxter is a typical teenager who just happens to be psychic.
s626,Movie,Timmy Failure: Mistakes Were Made,Tom McCarthy,"Winslow Fegley, Ophelia Lovibond, Craig Robinson, Wallace Shawn, Kyle Bornheimer, Chloe Coleman",United States,7-Feb-20,2020,PG,103 min,"Buddy, Comedy, Drama",“Timmy Failure” follows the hilarious exploits of a boy who operates a Portland detective agency.
s627,Movie,Toy Story 4,Josh Cooley,"Tom Hanks, Tim Allen, Annie Potts, Tony Hale, Keegan-Michael Key, Madeleine McGraw",United States,5-Feb-20,2019,G,101 min,"Action-Adventure, Animation, Comedy",Pixar Animation Studios proudly presents the adventure of a lifetime!
s628,Movie,Descendants 3,Kenny Ortega,"Dove Cameron, Cameron Boyce, Sofia Carson, Booboo Stewart, Mitchell Hope, Sarah Jefferey",United States,2-Feb-20,2019,TV-G,109 min,"Coming of Age, Fantasy, Musical",A barrier breach jeopardizes the safety of Auradon.
s629,Movie,Around the World in 80 Days,Frank Coraci,"Jackie Chan, Steve Coogan, Cécile de France, Jim Broadbent, Ewan Bremner, Ian McNeice","United States, Germany, Ireland, United Kingdom",1-Feb-20,2004,PG,121 min,"Action-Adventure, Comedy, Family",Phileas Fogg tries to beat the clock in a race around the world.
s630,Movie,Big Business,Jim Abrahams,"Bette Midler, Lily Tomlin, Fred Ward, Edward Herrmann, Michele Placido, Daniel Gerroll",United States,1-Feb-20,1988,PG,98 min,Comedy,"Two sets of identical twins, mismatched at birth, cross paths years later."
s631,Movie,Lamp Life,Valerie LaPointe,"Annie Potts, Jim Hanks, Ally Maki, Emily Davis",United States,31-Jan-20,2020,TV-G,11 min,"Animation, Comedy, Family",Lamp Life answers the question of what happened to Bo Peep since we last we saw her in Toy Story 2.
s632,Movie,The Lion King,Jon Favreau,"Donald Glover, Seth Rogen, Chiwetel Ejiofor, Alfre Woodard, Billy Eichner, John Kani","United States, United Kingdom, South Africa",28-Jan-20,2019,PG,125 min,"Action-Adventure, Coming of Age, Drama",Disney’s The Lion King comes to life in a whole new way.
s633,TV Show,Diary of a Future President,,"Tess Romero, Selenis Leyva, Charlie Bushnell, Michael Weaver",United States,17-Jan-20,2020,TV-PG,2 Seasons,"Comedy, Coming of Age, Family","Elena Cañero-Reed will one day become the U.S. President, but for now, she’s in middle school."
s634,TV Show,High School Musical: The Musical: The Series: The Sing-Along,,"Olivia Rodrigo, Joshua Bassett, Matt Cornett, Sofia Wylie, Larry Saperstein",,17-Jan-20,2019,TV-PG,1 Season,"Comedy, Coming of Age, Drama",Sing along as the East High Wildcats put on a production of High School Musical: The Musical!
s635,TV Show,America's National Parks,,C.T. Taylor,United States,15-Jan-20,2015,TV-14,1 Season,"Animals & Nature, Docuseries",Experience the breathtaking landscapes and majestic animals of eight U.S. National Parks.
s636,TV Show,Continent 7: Antarctica,,Chris Browning,United States,15-Jan-20,2016,TV-PG,1 Season,"Action-Adventure, Animals & Nature, Docuseries",Experience how science is conducted as scientists and survival experts join forces in Antarctica.
s637,TV Show,Disney Randy Cunningham: 9th Grade Ninja,,"Ben Schwartz, Andrew Caldwell, Tim Curry, John DiMaggio, Kevin Richardson, Dave Wittenberg","United Kingdom, United States, Ireland",15-Jan-20,2011,TV-Y7,2 Seasons,"Action-Adventure, Animation, Comedy",Randy is an average freshman until he is chosen as The Ninja.
s638,TV Show,Muppet Babies Show and Tell (Shorts),,"Matt Danner, Melanie Harrison, Ben Diskin, Eric Bauza, Dee Baker, Jessica DiCicco",,15-Jan-20,2017,TV-Y7,1 Season,"Animation, Kids",It's Show and Tell time in the playroom!
s639,TV Show,The Lodge,,"Sophie Simnett, Luke Newton, Thomas Doherty, Bethan Wright, Jayden Revri, Jade Alleyne",United Kingdom,15-Jan-20,2016,TV-G,2 Seasons,"Coming of Age, Drama, Musical",A city girl starts a new life in the country.
s640,TV Show,Wild Russia,,Liam Teeling,,15-Jan-20,2018,TV-PG,1 Season,"Animals & Nature, Docuseries","From mountains to desert, volcanoes to ice, explore Russia’s scenic beauty and iconic wildlife."
s641,Movie,Destino,Monfery Dominique,Dora Luz,"France, United States",10-Jan-20,2003,PG,6 min,"Animation, Family, Romance",A collaboration begun in 1945 by Salvador Dalí and Walt Disney.
s642,Movie,Forky Asks a Question: What is Reading?,Bob Peterson,"Tony Hale, Addison Andrews, Mila Crespo, Imani Prior, Jeff Pidgeon, Bob Peterson",United States,10-Jan-20,2020,TV-G,7 min,"Animation, Comedy, Family","The energetic Peas-n-a-Pod siblings teach Forky about reading, with a little help from Mr. Spell."
s643,Movie,Loop,Erica Milsom,"Madison Bandy, Christiano Delgado, Louis Gonzales, Asher Brodkey, Erica Milsom",United States,10-Jan-20,2020,PG,12 min,"Animation, Family","Adrift on a lake, two kids with different ways of communicating attempt to connect."
s644,TV Show,Marvel's Runaways,,"Rhenzy Feliz, Lyrica Okano, Virginia Gardner, Ariela Barer, Gregg Sulkin, Allegra Acosta",United States,10-Jan-20,2017,TV-14,3 Seasons,"Coming of Age, Drama, Science Fiction",Six kids learn their parents hide a terrible secret.
s645,Movie,Aladdin (2019),Guy Ritchie,"Will Smith, Mena Massoud, Naomi Scott, Marwan Kenzari, Navid Negahban, Nasim Pedrad",United States,8-Jan-20,2019,PG,135 min,"Action-Adventure, Family, Fantasy",From Disney comes the thrilling live-action adaptation of Aladdin.
s646,Movie,Forky Asks a Question: What is Cheese?,Bob Peterson,"Tony Hale, Jeff Garlin, Bob Peterson",United States,3-Jan-20,2020,TV-G,6 min,"Animation, Comedy, Family","Buttercup, annoyed with all of Forky’s questions, speed teaches everything there is."
s647,TV Show,Austin & Ally,,"Ross Lynch, Laura Marano, Raini Rodriguez, Calum Worthy",United States,1-Jan-20,2011,TV-G,4 Seasons,"Comedy, Coming of Age, Kids","Austin, a musician, and Ally, a songwriter, form a team."
s648,TV Show,Billy Dilley's Super-Duper Subterranean Summer,,"Aaron Springer, Catherine Wayne, Tom Kenny",United States,1-Jan-20,2016,TV-Y7,1 Season,"Animation, Comedy, Fantasy",Billy and his friends get stuck inside Earth's core.
s649,Movie,Cars Toon: El Materdor,John Lasseter,"Larry the Cable Guy , Keith Ferguson",United States,1-Jan-20,2008,TV-G,4 min,"Animation, Comedy, Family",Mater is a famous bulldozer fighter in Spain.
s650,Movie,Cars Toon: Moon Mater,Rob Gibbs,"Larry the Cable Guy , Keith Ferguson, Josh Cooley",United States,1-Jan-20,2010,TV-G,4 min,"Animation, Comedy, Family",Mater’s mission on the moon: rescue the Impala XIII.
s651,Movie,Cars Toon: Rescue Squad Mater,John Lasseter,"Larry the Cable Guy , Keith Ferguson, Bret Parker, Peter Sohn, Bob Peterson, Bob Scott",United States,1-Jan-20,2010,TV-Y7,3 min,"Animation, Comedy, Family",Mater is a fire truck that rescues McQueen from a fire
s652,Movie,Cars Toon: Spinning,Jeremy Lasky,"Keith Ferguson, Paul Dooley, Tony Shalhoub, Lloyd Sherr, Michael Wallis, Guido Quaroni",United States,1-Jan-20,2013,TV-G,2 min,"Animation, Family",Guido discovers his talent as a sign spinner.
s653,Movie,Cars Toon: Time Travel Mater,Rob Gibbs,"Larry the Cable Guy , Keith Ferguson, John Higgins, Katherine Helmond",United States,1-Jan-20,2012,TV-G,7 min,"Animation, Comedy, Family",Mater travels back in time to 1909.
s654,Movie,Cars Toon: Tokyo Mater,John Lasseter,"Larry the Cable Guy , Keith Ferguson, Michael Wallis, Mach Kobayashi, Robert Ito",United States,1-Jan-20,2008,G,8 min,"Animation, Comedy, Family","Mater is in Tokyo, where he is challenged to a race."
s655,Movie,Cars Toon: Unidentified Flying Mater,John Lasseter,"Larry the Cable Guy , Keith Ferguson",United States,1-Jan-20,2010,TV-Y7,4 min,"Animation, Comedy, Family",Mater and Lightning McQueen rescue a UFO named Mator.
s656,Movie,Cars Toons: Bugged,Jeremy Lasky,"Jerome Ranft, Josh Cooley",United States,1-Jan-20,2013,TV-G,2 min,"Animation, Family",Red's peaceful morning routine is interrupted by a pesky visitor.
s657,Movie,Cool Runnings,Jon Turteltaub,"Leon , Doug Doug, Rawle Lewis, Malik Yoba, Raymond Barry, Larry Gilman",United States,1-Jan-20,1993,PG,99 min,"Biographical, Comedy, Family",Based on the true story of Jamaican bobsledders at the Winter Olympics.
s658,Movie,Drain Alcatraz,Wayne Abbott,"Craig Sechler, Russell Boulter",United States,1-Jan-20,2017,TV-PG,47 min,Documentary,Draining the waters around Alcatraz reveals the infamous prison’s deepest secrets.
s659,Movie,Drain The Bermuda Triangle,Jobim Sampson,Russell Boulter,United States,1-Jan-20,2014,TV-PG,45 min,Documentary,Explore the Bermuda Triangle by draining the water to see what lies beneath the surface.
s660,Movie,Drain The Great Lakes,"Crispin Sadler, Wayne Abbott",Cham Giobbi,"United Kingdom, Canada, United States",1-Jan-20,2011,TV-PG,45 min,Documentary,This groundbreaking television program pulls a virtual plug on the huge lakes.
s661,Movie,Drain The Ocean: WWII,Mike Slee,Russell Boulter,United States,1-Jan-20,2016,TV-PG,44 min,"Documentary, Historical",New undersea surveys and 3-D imaging reveal secrets of World War II shipwrecks.
s662,Movie,Drain The Sunken Pirate City,Sophie Harris,Russell Boulter,United Kingdom,1-Jan-20,2017,TV-14,48 min,"Documentary, Historical",Hidden beneath Jamaica’s Kingston Harbour lie the ruins of the biggest pirate city of all time.
s663,Movie,Drain The Titanic,Jobim Sampson,Russell Boulter,"United Kingdom, Canada, United States",1-Jan-20,2015,TV-PG,45 min,"Documentary, Historical",We reveal the most famous ship wreck site by virtually draining the Titanic.
s664,TV Show,First Class Chefs: Family Style,,"Gia Ré, Matt Tebbutt",,1-Jan-20,2015,TV-Y7,1 Season,"Family, Game Show / Competition",First Class Chefs: Family Style is a cooking competition for the whole family!
s665,Movie,Hacksaw,Larry Lansburgh,"Tab Hunter, Victor Millan, Ray Teal, Russ McCubbin, George Barrows, Christine Austin",United States,1-Jan-20,1971,TV-PG,89 min,"Animals & Nature, Family, Sports",A wilderness guide sets out to catch a legendary wild horse. See details for advisory.
s666,Movie,Holes,Andrew Davis,"Sigourney Weaver, Jon Voight, Patricia Arquette, Tim Nelson, Dulé Hill, Shia LaBeouf",United States,1-Jan-20,2003,PG,119 min,"Coming of Age, Drama, Family",The Yelnats family curse lands young Stanley at Camp Green Lake.
s667,Movie,Marvel 75 Years: From Pulp to Pop!,Zak Knutson,"Laura Shields, Stan Lee, Alan Fine, Nicole Perlman, Jimmy Kimmel, Gerry Conway",United States,1-Jan-20,2014,TV-PG,42 min,"Documentary, Family",See how Marvel became the top super hero storyteller in special interviews.
s668,Movie,Marvel Rising: Battle of The Bands,,"Dee Baker, Dove Cameron, Skai Jackson, Kathreen Khavari, Kamil McFadden, Tyler Posey",United States,1-Jan-20,2019,TV-Y7,23 min,"Action-Adventure, Animation, Superhero",Gwen (Ghost-Spider) has to defeat Screaming Mimi both on the streets and on the stage.
s669,TV Show,One Strange Rock,,Will Smith,United States,1-Jan-20,2017,TV-PG,1 Season,"Animals & Nature, Docuseries, Family","Hosted by Will Smith, One Strange Rock reveals the twists of fate that allow life to thrive on Earth"
s670,TV Show,Out There with Jack Randall,,Jack Randall,,1-Jan-20,2019,TV-14,1 Season,"Action-Adventure, Animals & Nature, Docuseries",Zoologist Jack Randall searches for dangerous animals in the most unforgiving environments on earth.
s671,Movie,Super Rhino,Nathan Greno,"Miley Cyrus, Mark Walton, Susie Essman, Malcolm McDowell, Randy Savage",United States,1-Jan-20,2009,G,4 min,"Action-Adventure, Animation, Comedy",Rhino gets an upgrade just in time to save Bolt and Penny from Dr. Calico.
s672,TV Show,The Proud Family,,"Tommy Davidson, Paula Parker, Jo Payton, Kyla Pratt, Tara Strong, Karen White",United States,1-Jan-20,2001,TV-G,2 Seasons,"Animation, Comedy, Coming of Age","Follow the adventures of Penny, a typical African American girl navigating through teen-dom."
s673,TV Show,The Super Hero Squad,,"Grey DeLisle, Steve Blum, Mikey Kelly, Charlie Adler, Mark Hamill, Tom Kenny",United States,1-Jan-20,2009,TV-Y7,2 Seasons,"Action-Adventure, Animation, Comedy",The greatest heroes on the planet unite to face the greatest villains in the Super Hero Squad.
s674,TV Show,Year Million,,Laurence Fishburne,United States,1-Jan-20,2016,TV-PG,1 Season,"Docuseries, Science Fiction","Explore what human life might be like, one million years into the future."
s675,Movie,Forky Asks a Question: What is a Pet?,Bob Peterson,"Tony Hale, Aloma Wright, Bob Peterson",United States,27-Dec-19,2019,TV-G,7 min,"Animation, Comedy, Family","Forky meets Rib Tickles, and is schooled on the dangers of law enforcement."
